UserName,Handle,Timestamp,Comments,Likes,Retweets,Text
Diario Presente,@DiarioPresente,2021-02-23T15:20:15.000Z,"Juan Antonio Ferrer, titular del #Insabi, da positivo a #COVID19.
 https://bit.ly/2P42pgqThe following media includes potentially sensitive content. Change settings
View",,1,1
Global News México,@GlobalNMexico,2021-02-23T15:20:15.000Z,"#Entérate #JuanAntonioFerrer, titular del Instituto de Salud para el Bienestar (#Insabi), informó que dio positivo a la prueba de #Covid19; aseguró tener síntomas leves.

http://globalnewsmexico.com/sitio/juan-ferrer-director-del-insabi-da-positivo-a-covid-19-tengo-sintomas-leves-informa/…",,,
Presencia.MX,@Presencia_MX,2021-02-23T15:20:15.000Z,"Titular del #Insabi, Juan Antonio Ferrer, también tiene #COVID-19Titular del Insabi, Juan Antonio Ferrer, también tiene COVID-19
Juan Antonio Ferrer tiene síntomas leves; ‘me aislaré según las recomendaciones médicas’, refirió; ‘seguiré atento a mis responsabilidades de trabajo’
presencia.mx",,,
Hermmy Granger,@HarmGran,2021-02-23T15:20:15.000Z,"Replying to 
@LuzClar91111623No olvides la sucursal del #INSABI en Houston, donde nació el heredero del imperio Obrador. Rey Salomón Andrés López. ",,1,1
Grupo Sol,@SOLQR,2021-02-23T15:20:15.000Z,"El #almirante #Rafael_Ojeda, quien se desempeña como titular de la #marina y el actual director del #Insabi, #Juan_Ferrer, anunciaron haberse contagiado de #Covid-19, sin embargo, detallaron continuarán con sus obligaciones desde #aislamiento_social.ALMIRANTE OJEDA Y EL TITULAR DEL INSABI; POSITIVOS A COVID 19 - Sol Quintana Roo
Redacción / Sol Quintana Roo México.- El almirante Rafael Ojeda, quien se desempeña como titular de la marina y el actual director del Insabi, Juan
solquintanaroo.com",,,
Paola Rojas,@PaolaRojas,2021-02-23T15:20:15.000Z,Director del #Insabi Juan Antonio Ferrer informa en su cuenta de #Twitter que dió positivo a la prueba de #Covid_19,4,8,54
"24 Morelos (#QuédateEnCasa
)",@24_morelos,2021-02-23T15:20:15.000Z,"TITULAR DEL #INSABI TIENE COVID-19

Esta mañana el titular del 
@INSABI_mx
, 
@Juanferrer62
, informó a través de redes sociales que dio positivo a la prueba de #Covid_19, por lo que se mantendrá aislado en su domicilio.",,,3
Ángulo Informativo,@AnguloInforma,2021-02-23T15:20:15.000Z,"#Las8DeÁngulo del 22 de febrero de 2021:
#Tayoltita, #Durango, 
@lopezobrador_
, #México, #Veracruz, #GómezPalacio, 
@PANDurangoCDE
, 
@VeroPerezHerr
, #Morena, #ReformaEnergética, #Tamazula, 
@JABeltranFelix
, #INSABI, 
@Juanferrer62
, 
@PRDMexico
, 
@CDE_PRI_Durango
, 
@EnriqueBenitezO
.",1,4,6
Instituto de Salud para el Bienestar,@INSABI_mx,2021-02-21T22:12:52.000Z,"Si te cobran los servicios médicos o te niegan la atención ¡denuncia!
@SFP_mx
  800 11 28 700
 http://sidec.funcionpublica.gob.mx
@CONAMED_SALUD
  55 5420 7000

#INSABI 
 800 76 78 527
 atencionciudadanainsabi@salud.gob.mx

Todos tenemos derecho a #salud gratuita y de calidad.",4,20,23
Melpiromana,@melpiromana,2021-02-21T22:12:52.000Z,"Replying to 
@rochaperiodistaAy no mmr... ¿ahora sí: bien preocupados por la salud de los mexicanos chayote lover? 
 nunca leí tu nota sobre el desabasto de medicamentos oncólogicos y en general, la inutilidad del #insabi ¡la “estrategia” de vacunación que nos tiene en la mira a nivel internacional... ",,,1
Agenda Setting Press,@AgendaSetting_,2021-02-21T22:12:52.000Z,"#LoMasVisto #Incapacidad: 
@Juanferrer62
 carece de toda experiencia en el sector, #Insabi va contra sus expertos #salud 
@INSABI_mx
 #JuanFerrerIncapacidad: Juan Antonio Ferrer carece de toda experiencia en el sector, Insabi va contra sus...
Columna de Lourdes Mendoza en El Financiero Las peores pesadillas y augurios de quienes levantaron la voz, pues vieron con desasosiego cómo se extinguía el Seguro Popular para dar paso al Insabi de…
agendasettingdiario.com",1,13,9
Luis Ma,@elzurdoo,2021-02-21T22:12:52.000Z,"Replying to 
@kika_manolito
 and 
@m_ebrardAmiguita, #Insabi se quedó sin dinero, no van a pagar adeudos anteriores, a los empleados les pagó hacienda, #Unops  se llevó la lana!! Licitación que aún no dan fallo, desabasto de medicinas, somos un país como Dinamarca!!",2,,
Alex del Real,@Luka79143398,2021-02-21T22:12:52.000Z,"Replying to 
@HLGatellNo te veo firmado en el #Insabi ...",,,
ElCamisitas Oficial,@el_camisitas,2021-02-21T22:12:52.000Z,"En el #insabi atienden muy bienQuote Tweet
Hugo López-Gatell Ramírez
@HLGatell
 · Feb 20
Comparto públicamente que tengo #COVID19. Inicié con síntomas ayer por la noche, afortunadamente son leves. La prueba de antígenos dio resultado positivo y espero el de la PCR. Estaré trabajando desde casa, pendiente de la estrategia de vacunación.",,1,1
Agenda Setting Diario,@LaAgendaSetting,2021-02-21T22:12:52.000Z,"#Incapacidad: #JuanAntonioFerrer carece de toda experiencia en el sector, #Insabi va contra sus expertos #saludIncapacidad: Juan Antonio Ferrer carece de toda experiencia en el sector, Insabi va contra sus...
Columna de Lourdes Mendoza en El Financiero Las peores pesadillas y augurios de quienes levantaron la voz, pues vieron con desasosiego cómo se extinguía el Seguro Popular para dar paso al Insabi de…
agendasettingdiario.com",,6,4
Iván Tornell,@IvanTornell,2021-02-21T22:12:52.000Z,"La #VacunaCOVID19 es una realidad en #Chiapas !!! #INSABI #SSA #IMSSBienestarQuote Tweet
Instituto de Salud para el Bienestar
@INSABI_mx
 · Feb 19
En #Chiapas ya logramos aplicar poco más de la mitad de las dosis de la #vacuna de @AstraZeneca que recibió la entidad para inmunizar a las y los habitantes mayores de 60 años de este estado.

Hasta ahora se han vacunado a 15 mil 467 chiapanecas y chiapanecos de la tercera edad.
Show this thread",,,
Hermmy Granger,@HarmGran,2021-02-21T22:12:52.000Z,"Replying to 
@lopezobrador_Había una vez un #PROSPERA que hasta tratamiento para Cáncer cubría.
Pero al mesoamericano le parecía muy neoliberal.
Así que lo destruyó convirtiéndolo en el #INSABI sin presupuesto. 
Yo no voté por Peña y con sus limitaciones tenía el doble de resultados que #AML0C0
¡De horror!",1,,10
Instituto de Salud para el Bienestar,@INSABI_mx,2021-02-21T22:12:52.000Z,"Gracias a la Dirección General y a las cuatro coordinaciones nacionales del #INSABI podemos asegurar que este hospital contará con calidad en la infraestructura, el abasto de medicamentos y equipamiento médico, así como del personal de salud y sus contrataciones.",,2,5
Instituto de Salud para el Bienestar,@INSABI_mx,2021-02-21T22:12:52.000Z,"El #INSABI trabaja coordinadamente con el gobierno estatal y federal para terminar esta construcción, en la que se ha avanzado un 85% hasta el día de hoy

Seguimos mejorando la infraestructura de salud para garantizar que todas y todos los mexicanos gocemos del derecho a la salud",,3,10
Iván Tornell,@IvanTornell,2021-02-20T05:00:57.000Z,"La #VacunaCOVID19 es una realidad en #Chiapas !!! #INSABI #SSA #IMSSBienestarQuote Tweet
Instituto de Salud para el Bienestar
@INSABI_mx
 · Feb 19
En #Chiapas ya logramos aplicar poco más de la mitad de las dosis de la #vacuna de @AstraZeneca que recibió la entidad para inmunizar a las y los habitantes mayores de 60 años de este estado.

Hasta ahora se han vacunado a 15 mil 467 chiapanecas y chiapanecos de la tercera edad.
Show this thread",,,
Hermmy Granger,@HarmGran,2021-02-20T05:00:57.000Z,"Replying to 
@lopezobrador_Había una vez un #PROSPERA que hasta tratamiento para Cáncer cubría.
Pero al mesoamericano le parecía muy neoliberal.
Así que lo destruyó convirtiéndolo en el #INSABI sin presupuesto. 
Yo no voté por Peña y con sus limitaciones tenía el doble de resultados que #AML0C0
¡De horror!",1,,10
Instituto de Salud para el Bienestar,@INSABI_mx,2021-02-20T05:00:57.000Z,"Gracias a la Dirección General y a las cuatro coordinaciones nacionales del #INSABI podemos asegurar que este hospital contará con calidad en la infraestructura, el abasto de medicamentos y equipamiento médico, así como del personal de salud y sus contrataciones.",,2,5
Instituto de Salud para el Bienestar,@INSABI_mx,2021-02-20T05:00:57.000Z,"El #INSABI trabaja coordinadamente con el gobierno estatal y federal para terminar esta construcción, en la que se ha avanzado un 85% hasta el día de hoy

Seguimos mejorando la infraestructura de salud para garantizar que todas y todos los mexicanos gocemos del derecho a la salud",,3,10
Instituto de Salud para el Bienestar,@INSABI_mx,2021-02-20T05:00:57.000Z,"El #INSABI trabaja en el equipamiento del Hospital General de Sonora. Se hará una inversión cercana a 800 millones de pesos en equipos médicos.

Cumplimos con el compromiso del Pdte. 
@lopezobrador_
 de  brindar atención médica digna y gratuita a todas y todos los sonorenses.Juan Antonio Ferrer and 2 others",3,11,24
Instituto de Salud para el Bienestar,@INSABI_mx,2021-02-20T05:00:57.000Z,"El Presidente Andrés Manuel 
@lopezobrador_
; el secretario de salud, Jorge Alcocer; la gobernadora de Sonora 
@ClaudiaPavlovic
 y el director general del #INSABI 
@Juanferrer62
 supervisaron la construcción del Hospital General de #Sonora, que atenderá a 784 mil 342 mexicanos.",1,21,49
Opinión La Silla Rota,@OpinionLSR,2021-02-20T05:00:57.000Z,"#Sobremesa El desmantelamiento de un equipo emanado del modelo del Servicio Profesional de Carrera, cuyos puestos penden de un hilo, y avizoran con ello un colapso administrativo que pondría en jaque la operación del #Insabi. 
 @lumendoz
 https://lasillarota.com/dan-tiro-de-gracia-al-insabi-van-contra-sus-expertos/488062…",,1,1
Ángulo Informativo,@AnguloInforma,2021-02-20T05:00:57.000Z,"#Las8DeÁngulo del 18 de febrero de 2021:
@lopezobrador_
, #Texas, #AMLO, 
@SdecoDgo
, 
@Guskb
, #COVID19, 
@c_mont22
, 
@AispuroDurango
, #INSABI, 
@Juanferrer62
, #GómezPalacio, #OperativoCuaresma2021, 
@InspectoresDGO
, #Durango, #México, #GasNatural, #Apagones.",,1,2
Diario de México desde casa,@DDMexico,2021-02-17T20:49:38.000Z,"#Mexico #gabinete #4T 
Alejandro Svarch Pérez, que se desempeñaba como funcionario del #Insabi, es el nuevo titular de #Cofepris; en sustitución de José Alonso Novelo Baeza
#DiariodeMexicoNombran a Alejandro Svarch Pérez como nuevo titular de la Cofepris
Foto: Cuartoscuro
diariodemexico.com",,4,4
Humphrey Allit,@HumphreyAllit,2021-02-17T20:49:38.000Z,"#AMLOmiserableDeLaSalud
El que habiendo un sistema de salud deficiente pero que marchaba, lo terminó de destruir para crear la porquería de #Insabi
 #LopezDestruyendoMexico #LopezGenocida #LopezMexicoTeRepudia #NiUnVotoAMORENA2021",,,
EsmeraldaFortunato,@EsmeraldaFortu2,2021-02-17T20:49:38.000Z,"Replying to 
@JesusHoracioG
 and 
@SenadoresdelPANEsto significa que no se quejen por hacer fila a la hora de vacunarse, ustedes NO son ciudadanos alfa.
#Covid19 
#INSABI
#BienestarMX",,,
Instituto de Salud para el Bienestar,@INSABI_mx,2021-02-17T20:49:38.000Z,"Si te cobran los servicios médicos o te niegan la atención ¡denuncia!
@SFP_mx
  800 11 28 700
 http://sidec.funcionpublica.gob.mx
@CONAMED_SALUD
  55 5420 7000

#INSABI 
 800 76 78 527
 atencionciudadanainsabi@salud.gob.mx

Todos tenemos derecho a #salud gratuita y de calidad.",1,16,14
SamuelGarciaMx,@SamuelGarciaMx1,2021-02-17T20:49:38.000Z,"Replying to 
@beltrandelrioCómo muestra.... 2 botones: #insabi y #VacunasCOVID19",,,
